StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2020-12-01,New South Wales,Mail,65 and over,Male,Buying or selling,False billing,,1
2021-09-01,Victoria,Email,65 and over,Male,Investment scams,Investment scams,,4
2021-11-01,Western Australia,Mobile apps,65 and over,Female,Buying or selling,False billing,,1
2022-07-01,Australian Capital Territory,Text message,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,2
2024-03-01,Outside of Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2020-09-01,New South Wales,Mail,65 and over,Female,Buying or selling,False billing,,1
2023-04-01,South Australia,Internet,65 and over,Female,Investment scams,Investment scams,,1
2020-04-01,Western Australia,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2020-07-01,Western Australia,Text message,65 and over,Male,Buying or selling,False billing,,3
2022-11-01,Northern Territory,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,2
2023-02-01,Queensland,Mail,65 and over,Female,Buying or selling,False billing,,1
2022-04-01,Outside of Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2021-02-01,Australian Capital Territory,Phone call,65 and over,Male,Buying or selling,False billing,,1
2024-02-01,Western Australia,Text message,65 and over,Male,Buying or selling,False billing,,5
2020-06-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2022-12-01,Australian Capital Territory,Text message,65 and over,Female,Buying or selling,False billing,,2
2024-04-01,South Australia,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,,1
2023-08-01,New South Wales,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,,4
2022-04-01,Western Australia,Phone call,65 and over,Male,Investment scams,Investment scams,,1
2022-05-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2020-12-01,Queensland,Phone call,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2023-06-01,Western Australia,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,,1
2022-12-01,Tasmania,Phone call,65 and over,Male,Investment scams,Investment scams,,1
2020-01-01,Queensland,Phone call,65 and over,Male,Buying or selling,False billing,,7
2023-11-01,Queensland,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2021-02-01,Western Australia,Email,65 and over,Female,Buying or selling,False billing,,4
2020-06-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,,5
2022-05-01,Queensland,Text message,65 and over,Male,Buying or selling,False billing,,3
2024-05-01,Western Australia,Text message,65 and over,Male,Investment scams,Investment scams,,1
2022-10-01,Tasmania,Email,65 and over,Female,Investment scams,Investment scams,,1
2020-03-01,Northern Territory,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2020-07-01,Outside of Australia,Phone call,65 and over,Male,Investment scams,Investment scams,,1
2023-02-01,New South Wales,Internet,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,2
2021-08-01,Australian Capital Territory,Email,65 and over,Male,Investment scams,Investment scams,,1
2022-06-01,Western Australia,Social media/Online forums,65 and over,Female,Buying or selling,False billing,,1
2021-03-01,Tasmania,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2023-08-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,,3
2022-03-01,Outside of Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,,1
2020-02-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,3
2022-12-01,New South Wales,Text message,65 and over,Female,Investment scams,Investment scams,,1
2020-02-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,2
2021-11-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,,3
2020-08-01,Tasmania,Text message,65 and over,Male,Investment scams,Investment scams,,2
2024-01-01,Queensland,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2023-05-01,New South Wales,Text message,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2022-05-01,Australian Capital Territory,Text message,65 and over,Male,Buying or selling,False billing,,1
2023-05-01,Australian Capital Territory,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2023-03-01,Tasmania,Email,65 and over,Male,Investment scams,Investment scams,,1
2021-02-01,Western Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,4
2020-09-01,Western Australia,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2023-01-01,South Australia,Internet,65 and over,Male,Buying or selling,False billing,,1
2021-12-01,Queensland,Text message,65 and over,Male,Buying or selling,False billing,,2
2022-09-01,Western Australia,Mail,65 and over,Female,Investment scams,Investment scams,,1
2024-01-01,New South Wales,Text message,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2024-04-01,Western Australia,Phone call,65 and over,Female,Buying or selling,False billing,,2
2023-10-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2022-06-01,South Australia,Email,65 and over,Male,Investment scams,Investment scams,,2
2022-10-01,Australian Capital Territory,Mobile apps,65 and over,Female,Buying or selling,False billing,,1
2024-03-01,Tasmania,Phone call,65 and over,Female,Investment scams,Investment scams,,1
2024-01-01,Queensland,Internet,65 and over,Female,Buying or selling,False billing,,2
2020-11-01,Western Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,4
2022-04-01,Unspecified,Mail,65 and over,Male,Buying or selling,False billing,,1
2023-06-01,Outside of Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2022-12-01,Western Australia,Mobile apps,65 and over,Male,Buying or selling,False billing,,1
2024-01-01,Northern Territory,Text message,65 and over,Male,Buying or selling,False billing,,2
2021-05-01,Queensland,Phone call,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2020-11-01,South Australia,Phone call,65 and over,Female,Buying or selling,False billing,,4
2024-01-01,Australian Capital Territory,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,,1
2023-01-01,Tasmania,Text message,65 and over,Male,Buying or selling,False billing,,8
2023-02-01,Australian Capital Territory,Phone call,65 and over,Male,Buying or selling,False billing,,1
2021-07-01,Tasmania,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,5
2024-02-01,Outside of Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2022-03-01,Queensland,Internet,65 and over,Male,Buying or selling,False billing,,1
2023-11-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2020-07-01,New South Wales,Mail,65 and over,Female,Investment scams,Investment scams,,1
2023-10-01,Outside of Australia,Phone call,65 and over,Male,Investment scams,Investment scams,,1
2022-03-01,Northern Territory,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,4
2022-10-01,Queensland,Mobile apps,65 and over,Female,Buying or selling,False billing,,1
2023-07-01,South Australia,Internet,65 and over,Male,Buying or selling,False billing,,1
2023-11-01,Western Australia,Phone call,65 and over,Female,Buying or selling,False billing,,4
2020-12-01,Victoria,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2022-03-01,Western Australia,Internet,65 and over,Male,Buying or selling,False billing,,1
2023-07-01,New South Wales,Social media/Online forums,65 and over,Male,Buying or selling,False billing,,1
2020-11-01,South Australia,Text message,65 and over,Male,Buying or selling,False billing,,1
2020-03-01,Western Australia,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2022-09-01,Western Australia,Email,65 and over,Female,Investment scams,Investment scams,,1
2020-08-01,Western Australia,Mail,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2023-06-01,Victoria,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2021-09-01,New South Wales,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,2
2020-03-01,Unspecified,Phone call,65 and over,Male,Investment scams,Investment scams,,1
2022-10-01,Tasmania,Phone call,65 and over,Male,Buying or selling,False billing,,2
2020-03-01,New South Wales,Mail,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2023-10-01,Outside of Australia,Email,65 and over,Male,Buying or selling,False billing,,2
2024-02-01,Victoria,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,,1
2024-05-01,New South Wales,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,,3
2020-05-01,South Australia,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Investment scams,Investment scams,,2
2022-03-01,South Australia,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2023-07-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,3
2021-08-01,Australian Capital Territory,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,2
2021-12-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,,2
2021-08-01,Tasmania,Text message,65 and over,Male,Buying or selling,False billing,,2
2022-10-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,4
2021-06-01,South Australia,Text message,65 and over,Male,Investment scams,Investment scams,,1
2020-11-01,South Australia,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Investment scams,Investment scams,,1
2023-12-01,Queensland,Phone call,65 and over,Female,Investment scams,Investment scams,,2
2023-04-01,Tasmania,Internet,65 and over,Female,Buying or selling,False billing,,1
2022-02-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,3
2022-05-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2023-01-01,Western Australia,Phone call,65 and over,Male,Buying or selling,False billing,,2
2022-02-01,Australian Capital Territory,Text message,65 and over,Male,Buying or selling,False billing,,1
2020-09-01,South Australia,Text message,65 and over,Female,Investment scams,Investment scams,,1
2024-05-01,Western Australia,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,4
2020-10-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2024-03-01,Australian Capital Territory,Email,65 and over,Female,Investment scams,Investment scams,,1
2021-06-01,New South Wales,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,,1
2023-12-01,Northern Territory,Phone call,65 and over,Female,Buying or selling,False billing,,1
2020-06-01,Western Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,,1
